SuccessRate_chan,SuccessRate_exp,SuccessRate_Short,SuccessRate_Medium,SuccessRate_Long,ReactionT_Short,ReactionT_Medium,ReactionT_Long
34.2102703719572,58.3525176744037,67.8287244614583,49.4581518581519,31.8417351569525,0.388155063602289,0.396392185695098,0.427303888888902
32.059565911237,59.2030061892131,73.3883254807382,56.166376442825,50.1695675612084,0.434293719566543,0.431998592529452,0.441331803150551
31.6406938950381,49.0571226581812,61.1070402880777,44.2210447341148,41.9614450053642,0.377075007243636,0.40084649068206,0.415983918550556
29.812957512994,55.4775969169259,56.4903656521439,47.2391124942675,41.557492215387,0.60924391781561,0.601545632397901,0.634729254079253
37.9396517905835,64.2280897117264,50.4600011032811,39.3475187795989,27.105406312029,0.268888402838547,0.265484986064668,0.306484444444477
35.9229335511239,52.0587179244839,65.1249942953456,38.122247459165,25.8052622758505,0.287767932691613,0.319530615755053,0.2614401234568
30.1496933048193,50.8197836013128,62.1455351698112,43.5596106266041,38.600273084144,0.485409190190111,0.477365337902858,0.469129569504549
33.360097961879,43.1686535561221,88.0753040056573,69.3585960056409,59.959653092006,0.350560924746567,0.355930641239853,0.351337355699854
41.5718061702096,49.1402964564313,72.5993340279055,56.6224146224146,24.9774881868703,0.429546603324686,0.437141196581222,0.471566666666689
34.0284045141599,51.5382305514803,57.6762516090874,48.0862813123683,28.2521929824561,0.637281944383559,0.665613557845645,0.62284857142855
29.3600492005234,77.2129739847325,67.5725787899701,56.9165781395383,39.0851370851371,0.382059670995677,0.418146765979129,0.409559047619043
27.8064143844423,67.186396780585,73.7948147381001,62.1085523919659,56.091628959276,0.389311833867766,0.371765112813996,0.3823638888889
28.563964921633,44.1787819289052,49.1220379024509,40.2889693426778,38.5403995748823,0.492759490377369,0.505289357772073,0.463528571428456
30.7463715255334,46.7731675482805,54.3246553928197,44.4226475279107,23.5823754789272,0.348409539473667,0.371898650793644,0.35882952380957
31.1013577306208,65.8160919081584,73.877501736399,57.5176277909806,48.0284041039068,0.28142535869576,0.270982556778355,0.266796881451874
30.4767178894311,39.8060090057703,50.8605730330443,38.8713667285096,24.2690593478771,0.419772899857602,0.42415203186539,0.465353174603139
39.1599063867971,47.8937174718125,66.5688469257504,51.0487631469774,37.9416986034633,0.286473362619956,0.26809427448066,0.297968171296278
35.2040829035258,60.7202599314678,68.9152097849321,56.9857103325318,42.2796622713671,0.268588486077355,0.267444507392149,0.265147544642869
31.9549470471129,67.1369454777495,73.4540040069524,61.706472936846,53.8865343481544,0.52247395713812,0.504540099216674,0.516937285539195
29.3081174777603,65.9414347898883,74.2376349548367,58.4050460554352,45.6494975612623,0.334503372809795,0.340010636599735,0.334814930555523
23.0031684306438,76.3458350854727,82.1836674900461,69.6625705264475,56.2875112951839,0.475220738782601,0.486750135554254,0.492076208513737
33.0252518630874,67.6633729198333,76.6559904716154,64.5218639485557,48.4883004926108,0.334581427178078,0.330180889912377,0.333507473637481
24.5741904683802,76.2650268992124,86.5956919843946,69.9713153387815,54.4022626797029,0.421082876126884,0.403890073282763,0.416830952380952
27.1182916747936,64.9769884753472,70.9132328576515,57.9100154346652,46.6874873048141,0.428812269796198,0.449070935254353,0.406832730586807
38.0583234858049,47.4046434359738,58.757064103576,34.8483785668882,31.8582330368045,0.293065310942164,0.282582236842071,0.334858534322816
32.4824463770588,46.5945674757819,51.551557363075,42.9641942484533,36.1821692085682,0.321553650349763,0.326346726397543,0.369738960113983
28.8223243211259,57.8306423351195,66.0827110470434,50.8693116261832,44.6820515064222,0.307305173298021,0.287174843179238,0.302333668811363
27.5947545179955,48.2691389895106,53.5154662393154,44.0364792664126,36.0725584553537,0.417225311459175,0.424636082766439,0.38716802364303
24.618619803687,25.9258341847419,27.543018568303,25.1305231913565,22.9718333189295,0.691562905604295,0.711100953654189,0.717567460317409
22.1557168668304,85.8379127910229,89.3532193072283,85.331841290893,77.2955679940974,0.236590184424344,0.243004129786751,0.24143649617924
